Week Num,Location,Set,Bottle,Date,Time,Sample Type,F (mg/L),CL (mg/L),NO2 (mg/L),NO3 (mg/L),SO4 (mg/L),SIO2 (mg/L),NH3 (mg/L),SRP (mg/L),TP (mg/L),TKN (mg/L),SS (mg/L),NPOC (mg/L),TN (mg/L),COND (mჾ)
22,MBG,RA,4,02/21/23,1200,SAMPLE,0.16,37.3,0.03,5.94,58.6,6.3103,0.0188,0.072,0.2355,1.272,57.46,7.647,6.188,-9
22,MBG,RA,7,02/22/23,1200,SAMPLE,-9,-9,-9,-9,-9,6.4809,0.0512,0.0708,0.2429,1.091,74.74,7.554,5.774,-9
22,MBG,RA,10,02/23/23,1200,SAMPLE,0.2,21.9,0,4.7,33,5.6668,0.038,0.0849,0.6532,2.819,266.67,8.166,4.706,-9
22,MBG,RA,13,02/24/23,1200,SAMPLE,0.19,17.8,0.03,4.09,25,5.9476,0.0139,0.0994,0.9307,3.46,475.81,8.419,4.285,-9
22,MBG,RA,16,02/25/23,1200,SAMPLE,0.15,20.6,0.03,4.67,27.9,5.6165,0.0207,0.0977,0.661,3.289,254.86,8.921,4.633,-9
22,MBG,RA,24,02/26/23,0644,BOTH,0.16,19.8,0.03,5.08,26.9,5.9487,0.0247,0.0948,0.6239,2.317,183.98,8.627,5.232,-9
23,MBG,RM,1,02/26/23,1200,SAMPLE,0.21,18.6,0.02,5.11,23.2,6.0401,0.0363,0.1158,0.6293,0.183,215.69,8.354,5.615,-9
23,MBG,RM,4,02/27/23,1200,SAMPLE,0.2,19.4,0.01,5.24,26.7,6.3831,0.0194,0.1093,0.5573,1.911,141.64,8.169,6.047,-9
23,MBG,RM,7,02/28/23,1200,SAMPLE,0.22,14.4,0.01,4.25,20.1,5.7095,0.0126,0.0865,0.8626,2.614,287.97,8.048,4.743,-9
23,MBG,RM,9,03/01/23,0400,SAMPLE,0.21,14.2,0.01,4.11,21.6,5.9566,0.0088,0.0799,0.8845,2.838,430.68,7.876,4.647,-9
23,MBG,RM,13,03/02/23,1200,SAMPLE,0.23,16.3,0.01,4.21,23,6.3675,0.0119,0.0942,0.7478,1.631,282.95,9.032,4.628,-9
23,MBG,RM,16,03/03/23,1200,SAMPLE,0.2,17.4,0.01,4.29,25.1,6.6985,0.0115,0.0871,0.6437,1.969,196.36,9.251,4.994,-9
23,MBG,RM,19,03/04/23,1200,SAMPLE,0.21,10.8,0,3.31,16.1,5.2546,0.0093,0.0784,0.9556,2.808,372.17,7.146,3.523,-9
23,MBG,RM,22,03/05/23,1200,SAMPLE,0.2,9.7,0.01,2.84,14.7,5.1122,0.0171,0.0795,0.9685,3.113,466.94,8.814,3.185,-9
23,MBG,RM,24,03/06/23,0918,BOTH,0.21,11.9,0,3.04,16.4,5.647,0.0308,0.0869,0.8561,1.734,337.6,7.886,3.568,-9
24,MBG,RS,1,03/06/23,1200,SAMPLE,0.22,11.9,0,3.39,16.3,5.3018,-0.0076,0.0706,0.8233,2.755,381.59,7.455,3.252,-9
24,MBG,RS,4,03/07/23,1200,SAMPLE,0.22,12.3,0,3.51,17.1,5.5026,-0.0038,0.0822,0.6699,2.545,285.23,8.081,3.252,-9
24,MBG,RS,7,03/08/23,1200,SAMPLE,0.23,14,0,3.98,20.6,5.9455,0.0075,0.09,0.6047,2.267,187.16,7.698,3.618,-9
24,MBG,RS,10,03/09/23,1200,SAMPLE,0.23,16.3,0,4.24,24.9,6.1611,0.0153,0.0876,0.498,2.004,139,7.013,4.022,-9
24,MBG,RS,13,03/10/23,1200,SAMPLE,0.23,18.4,0,4.28,28.9,6.2259,-0.0079,0.0563,0.4258,1.912,103.13,7.392,3.94,-9
24,MBG,RS,16,03/11/23,1200,SAMPLE,0.22,21.1,0,4.19,33.1,6.185,0.0016,0.0629,0.3602,1.554,76.61,8.023,3.82,-9
24,MBG,RS,19,03/12/23,1200,SAMPLE,0.23,22.5,0.01,4.34,36.8,6.308,0.0082,0.0675,0.3337,1.482,60.18,6.876,4.352,-9
24,MBG,RS,24,03/13/23,0916,BOTH,0.24,26.3,0,4.35,40.8,6.6405,0.0054,0.055,0.2583,1.334,48.54,6.336,4.552,-9
25,MBG,RB,1,03/13/23,1200,SAMPLE,0.22,25.9,0,4.21,43.3,6.4899,0.0773,0.0694,0.2585,1.12,56.63,5.901,3.907,-9
25,MBG,RB,4,03/14/23,1200,SAMPLE,0.22,29.4,0,4.22,46.8,6.5744,0.0852,0.0619,0.1937,1.013,42.9,5.796,3.964,-9
25,MBG,RB,7,03/15/23,1200,SAMPLE,0.23,32.1,0,4.09,51,6.3665,0.0845,0.0553,0.1653,0.891,33.05,5.765,3.859,-9
25,MBG,RB,10,03/16/23,1200,SAMPLE,0.24,33.2,0,4.05,53.7,6.2537,0.0861,0.0489,0.208,1.061,91.8,5.764,3.691,-9
25,MBG,RB,13,03/17/23,1200,SAMPLE,0.23,31.5,0,3.93,51.5,6.0437,0.047,0.0451,0.162,0.989,45.26,5.78,3.605,-9
25,MBG,RB,16,03/18/23,1200,SAMPLE,0.23,33.3,0,4.03,54.3,6.0292,0.0363,0.0436,0.1584,0.929,46.42,6.034,3.566,-9
25,MBG,RB,19,03/19/23,1200,SAMPLE,0.23,32.9,0,3.86,52.8,5.6961,0.0455,0.0379,0.1403,0.787,33.25,5.995,3.443,-9
25,MBG,RB,24,03/20/23,0913,BOTH,0.24,35.3,0,4.1,58.8,6.056,0.0607,0.038,0.1249,0.789,24.74,5.435,3.739,-9
26,MBG,RF,1,03/20/23,1200,SAMPLE,0.23,34.5,0.09,3.84,53.8,6.1034,0.027,0.0403,0.1475,0.4,44.38,7.113,4.066,-9
26,MBG,RF,4,03/21/23,1200,SAMPLE,0.22,34.3,0.08,3.77,55.3,5.6105,0.0268,0.0343,0.1276,0.344,23.46,5.673,3.832,-9
26,MBG,RF,7,03/22/23,1200,SAMPLE,0.23,35,0.08,3.85,58,5.5127,0.0079,0.0251,0.1175,0.382,20.85,5.58,3.914,-9
26,MBG,RF,10,03/23/23,1200,SAMPLE,0.23,35.7,0.08,3.63,58,5.8321,0.017,0.036,0.1236,0.409,17.82,5.65,3.736,-9
26,MBG,RF,13,03/24/23,1200,SAMPLE,0.23,28.9,0.07,4.65,41.6,5.7774,0.0171,0.0408,0.4221,1.583,170.58,7.742,4.259,-9
26,MBG,RF,16,03/25/23,1200,SAMPLE,0.23,19.4,0.06,4.74,26.9,5.8678,-0.0018,0.0727,0.7316,1.986,332.7,8.883,4.064,-9
26,MBG,RF,19,03/26/23,1200,SAMPLE,0.22,14,0.05,5.06,19.7,6.0985,0.0332,0.0894,0.6708,1.616,206.67,9.948,4.065,-9
26,MBG,RF,24,03/27/23,0916,BOTH,0.22,14.4,0.05,5.1,20.6,6.4432,0.0078,0.0912,0.6182,1.24,151.7,8.992,4.425,-9
27,MBG,RW,1,03/27/23,1200,SAMPLE,0.25,15.1,0,5.01,20.5,6.3715,0.0086,0.091,0.6153,2.431,172.35,12.6,4.379,-9
27,MBG,RW,4,03/28/23,1200,SAMPLE,0.24,16,0,5,22.5,6.7269,0.0136,0.0926,0.5295,2.471,131,12.83,4.262,-9
27,MBG,RW,7,03/29/23,1200,SAMPLE,0.25,17.2,0,4.79,25.3,6.5737,0.0174,0.0852,0.482,1.929,115.52,12.05,4.275,-9
27,MBG,RW,10,03/30/23,1200,SAMPLE,0.25,18.8,0,4.78,29.2,6.5797,-0.001,0.0791,0.4443,2.113,94.25,13.14,4.323,-9
27,MBG,RW,13,03/31/23,1200,SAMPLE,0.25,21.3,0,4.86,33.6,6.5455,0.018,0.0782,0.3628,1.49,72.39,12.65,4.383,-9
27,MBG,RW,16,04/01/23,1200,SAMPLE,0.25,22.5,0,4.74,37.5,6.2881,0.0007,0.0593,0.3606,1.428,117.65,12.81,4.337,-9
27,MBG,RW,20,04/02/23,2000,SAMPLE,0.25,22.7,0,4.49,34.4,6.2314,0.0368,0.0618,0.5753,2.272,287.2,13.42,4.023,-9
27,MBG,RW,24,04/03/23,0912,BOTH,0.29,22.7,0,4.12,37,6.1171,0.0237,0.0554,0.4757,2.432,206.27,13.24,3.926,-9
28,MBG,RP,1,04/03/23,1200,SAMPLE,0.26,22.9,0.03,4.51,40.4,5.6665,0.1124,0.0794,0.4976,2.395,224.43,13.46,4.459,-9
28,MBG,RP,4,04/04/23,1200,SAMPLE,0.26,21.5,0.03,4.09,36.6,5.2586,0.0896,0.08,0.5213,2.624,255.28,13.8,4.056,-9
28,MBG,RP,7,04/05/23,1200,SAMPLE,0.26,22.3,0.03,4.43,39.1,5.5263,0.1198,0.0833,0.4884,2.16,209.26,13.61,4.155,-9
28,MBG,RP,10,04/06/23,1200,SAMPLE,0.27,22.9,0.03,4.44,41.4,5.5703,0.1112,0.084,0.4022,1.927,114.87,14.26,4.181,-9
28,MBG,RP,13,04/07/23,1200,SAMPLE,0.26,24,0.03,4.42,41.9,5.4942,0.03,0.0767,0.3174,1.57,77.43,14.29,4.085,-9
28,MBG,RP,16,04/08/23,1200,SAMPLE,0.26,26.6,0.03,4.17,45,5.5114,0.039,0.0723,0.2771,1.5,83.01,14.12,3.957,-9
28,MBG,RP,19,04/09/23,1200,SAMPLE,0.26,29,0.04,4.42,49.7,5.5858,0.0627,0.0674,0.2243,1.339,56.66,15.38,4.148,-9
28,MBG,RP,24,04/10/23,0919,BOTH,0.28,31.2,0.04,4.27,55.1,5.7152,0.0563,0.0626,0.2001,1.406,50.72,13.37,4.266,-9
29,MBG,RQ,1,04/10/23,1200,SAMPLE,0.25,32.3,0.02,3.58,50.5,5.8812,0.0409,0.0575,0.1986,0.884,51.82,14.78,5.45,-9
29,MBG,RQ,4,04/11/23,1200,SAMPLE,0.25,32.6,0.03,3.32,50.4,5.7397,0.035,0.0541,0.2224,0.709,67.33,14.78,5.234,-9
29,MBG,RQ,7,04/12/23,1200,SAMPLE,0.25,31.6,0.03,3.18,50.7,5.7021,0.0611,0.0538,0.2168,0.807,64.54,14.7,5.038,-9
29,MBG,RQ,10,04/13/23,1200,SAMPLE,0.22,31.9,0.02,3.04,52.5,5.5401,0.0295,0.0512,0.1812,0.782,47.21,15.13,4.951,-9
29,MBG,RQ,13,04/14/23,1200,SAMPLE,0.21,31.5,0.02,2.91,50,5.3519,0.0436,0.0491,0.1719,0.761,42.23,14.95,4.708,-9
29,MBG,RQ,16,04/15/23,1200,SAMPLE,0.21,31.3,0.02,2.87,50.4,5.0465,0.0812,0.0392,0.1629,1.12,33.2,15.68,4.86,-9
29,MBG,RQ,19,04/16/23,1200,SAMPLE,0.22,32.5,0.02,2.24,50.3,3.8491,0.0319,0.0145,0.163,1.049,41.2,15.54,4.072,-9
29,MBG,RQ,24,04/17/23,1221,BOTH,0.29,35.1,0.04,2.27,54.2,3.6642,-0.0049,0.0102,0.1577,0.9,42.57,14.62,4.048,-9
30,MBG,RI,1,04/17/23,2000,SAMPLE,0.23,34.2,0,2.45,51.7,3.4666,0.1325,0.0283,0.1457,1.319,32.32,-9,-9,-9
30,MBG,RI,4,04/18/23,2000,SAMPLE,0.17,33.5,0,2.73,50.2,4.2749,0.0338,0.0248,0.1409,1.225,32.84,-9,-9,-9
30,MBG,RI,7,04/19/23,2000,SAMPLE,0.15,33.9,0.01,2.79,50.5,4.081,0.0297,0.0232,0.1455,0.973,31.95,-9,-9,-9
30,MBG,RI,10,04/20/23,2000,SAMPLE,0.18,34.7,0,2.98,52,4.3968,0.0575,0.0302,0.1472,1.079,32.22,-9,-9,-9
30,MBG,RI,13,04/21/23,2000,SAMPLE,0.37,33.3,0,2.56,51.9,3.942,0.0459,0.0193,0.1302,1.02,24.01,-9,-9,-9
30,MBG,RI,16,04/22/23,2000,SAMPLE,0.36,33.8,0,2.34,52,3.3033,0.0604,0.0007,0.1335,1.325,21.84,-9,-9,-9
30,MBG,RI,19,04/23/23,2000,SAMPLE,0.42,35.8,0.01,2.02,54.2,1.9815,0.015,-0.0008,0.1321,1.394,25.61,-9,-9,-9
30,MBG,RI,22,04/24/23,2000,SAMPLE,0.37,36.6,0.01,1.54,55,0.3299,0.0137,-0.0018,0.1194,1.391,40.08,-9,-9,-9
30,MBG,RI,24,04/25/23,0934,BOTH,0.4,39.5,0.04,1.37,60.4,0.1503,0.0714,0.0008,0.1179,1.622,30.76,-9,-9,-9
31,MBG,RE,1,04/25/23,1200,SAMPLE,0.28,38.5,0.05,1.74,60.9,-0.0225,0.1261,-0.0032,0.1063,1.136,32.38,13.95,2.458,-9
31,MBG,RE,4,04/26/23,1200,SAMPLE,0.29,41.1,0.05,1.7,62.3,0.0216,0.0933,-0.0034,0.0933,1.103,26.42,14.16,2.345,-9
31,MBG,RE,7,04/27/23,1200,SAMPLE,0.28,41.3,0.05,1.59,63.2,0.0284,0.0604,-0.0034,0.0938,1.217,25.13,14.66,2.178,-9
31,MBG,RE,10,04/28/23,1200,SAMPLE,0.29,40,0.05,1.35,62.6,0.0128,0.0647,-0.002,0.1577,1.24,83.22,13.8,2.012,-9
31,MBG,RE,13,04/29/23,1200,SAMPLE,0.28,41.7,0.05,1.31,65.4,0.068,0.0443,-0.0028,0.0975,0.889,22.27,13.9,1.899,-9
31,MBG,RE,16,04/30/23,1200,SAMPLE,0.28,40.4,0.05,1.57,61.2,0.363,0.0313,-0.0034,0.1169,1.035,29.62,14.24,2.142,-9
31,MBG,RE,19,05/01/23,1200,SAMPLE,0.29,46.4,0.06,2.73,67.4,1.7829,0.0648,-0.0015,0.1207,1.12,39.76,14.43,3.243,-9
31,MBG,RE,24,05/01/23,1220,BOTH,0.29,48.4,0.07,2.79,69.9,1.8726,0.0652,0.0022,0.1263,1.188,41.86,11.37,3.643,-9
32,MBG,RM,1,05/01/23,2000,SAMPLE,0.3,44,0.09,3.43,62.2,1.7903,0.1744,0.0025,0.155,1.37,50.83,14.31,4.508,-9
32,MBG,RM,4,05/02/23,2000,SAMPLE,0.29,41.1,0.07,4.81,57.5,2.6277,0.2241,-0.0003,0.1569,1.415,48.78,14.96,5.29,-9
32,MBG,RM,7,05/03/23,2000,SAMPLE,0.3,41.1,0.07,4.84,60.6,2.8812,0.0764,-0.0011,0.1492,1.23,37.92,15.63,5.259,-9
32,MBG,RM,10,05/04/23,2000,SAMPLE,0.31,45.8,0.09,3.83,67.6,2.0052,0.0409,0.0004,0.1406,1.182,43.97,14.4,4.522,-9
32,MBG,RM,13,05/05/23,2000,SAMPLE,0.32,50,0.1,4.4,71.4,2.1766,0.0083,-0.0015,0.1348,1.511,42.85,15.08,5.093,-9
32,MBG,RM,16,05/06/23,2000,SAMPLE,0.31,46.3,0.08,5.49,65,2.6813,-0.0025,0.0035,0.1407,1.034,47.92,15.05,5.831,-9
32,MBG,RM,19,05/07/23,2000,SAMPLE,0.29,42.3,0.08,5.18,59.2,1.5058,-0.0037,-0.0019,0.1359,1.203,35.71,15.4,5.516,-9
32,MBG,RM,24,05/08/23,1211,BOTH,0.28,37.4,0.06,5.8,54.4,2.6704,0.0262,0.0026,0.1461,1.309,40.42,14.53,6.009,-9
33,MBG,RK,1,05/08/23,2000,SAMPLE,0.23,32.5,0.08,5.58,52,2.7332,0.1153,0.0247,0.1615,1.369,49.73,13.65,6.477,-9
33,MBG,RK,4,05/09/23,2000,SAMPLE,0.22,33.3,0.07,5.46,50.4,2.1523,0.1079,0.0111,0.1485,1.512,47.95,14.34,5.834,-9
33,MBG,RK,7,05/10/23,2000,SAMPLE,0.25,33.2,0.07,5.55,46.5,2.4358,0.109,0.0098,0.1336,1.346,36.12,14.91,5.981,-9
33,MBG,RK,10,05/11/23,2000,SAMPLE,0.23,34.9,0.05,5.25,48.5,2.3113,0.1174,0.011,0.1248,1.435,27.22,14.57,5.549,-9
33,MBG,RK,13,05/12/23,2000,SAMPLE,0.23,32.7,0.06,5.14,45.9,3.1677,0.0567,0.024,0.1229,1.165,23.18,13.63,5.445,-9
33,MBG,RK,16,05/13/23,2000,SAMPLE,0.22,31.3,0.06,4.92,46.1,3.443,0.0755,0.0374,0.1244,1.085,23.63,13.88,5.414,-9
33,MBG,RK,19,05/14/23,2000,SAMPLE,0.24,32.3,0.06,5.01,49.4,3.4059,0.0325,0.0307,0.2778,1.567,165.63,13.72,5.552,-9
33,MBG,RK,24,05/15/23,1306,BOTH,0.24,33.8,0.06,4.96,50.8,3.2618,0.0126,0.0292,0.1308,1.329,27.63,12.56,5.36,-9
34,MBG,RG,1,05/15/23,2000,SAMPLE,0.24,32.7,0.02,4.39,47.6,3.1003,0.2321,0.0338,0.1359,1.283,30.03,14.08,5.436,-9
34,MBG,RG,4,05/16/23,2000,SAMPLE,0.26,35.2,0.01,4.04,51,1.9437,0.1249,0.0199,0.1475,1.385,31.83,12.97,4.948,-9
34,MBG,RG,7,05/17/23,2000,SAMPLE,0.26,35.6,0,4.16,53.3,1.4836,0.1377,0.0145,0.1456,1.11,40.16,14.42,5.178,-9
34,MBG,RG,10,05/18/23,2000,SAMPLE,0.26,36.6,0.02,4.04,52.2,1.5791,0.1209,0.0156,0.129,1.038,32.72,13.58,4.803,-9
34,MBG,RG,13,05/19/23,2000,SAMPLE,0.25,34.5,0,3.41,50.5,0.9725,0.084,0.0028,0.1303,1.141,26.74,13.85,4.308,-9
34,MBG,RG,16,05/20/23,2000,SAMPLE,0.24,31,0,3.47,45.7,2.8715,0.0614,0.0393,0.1453,1.111,26.04,13.03,4.478,-9
34,MBG,RG,19,05/21/23,2000,SAMPLE,0.23,29.4,0.01,3.5,43.2,3.8091,0.0754,0.0727,0.1956,1.101,35.48,14.23,4.361,-9
34,MBG,RG,24,05/22/23,1223,BOTH,0.23,28.2,0.02,3.39,41.7,3.8272,0.0601,0.0816,0.2088,1.03,27.54,14.39,4.693,-9
35,MBG,RW,1,05/22/23,2000,SAMPLE,0.23,28.6,0.09,3.61,44.1,3.8837,0.0181,0.0978,0.2247,1.137,41.61,12.05,4.221,-9
35,MBG,RW,4,05/23/23,2000,SAMPLE,0.23,29.1,0.04,3.9,40.6,4.2059,0.0312,0.0978,0.2063,1.116,29.98,12.3,4.4,-9
35,MBG,RW,7,05/24/23,2000,SAMPLE,0.25,31.7,0.02,3.91,46.1,3.7689,0.0352,0.079,0.2574,1.378,95.81,13.48,4.292,-9
35,MBG,RW,10,05/25/23,2000,SAMPLE,0.25,35,0,3.75,49.8,1.1619,0.091,0.0198,0.1658,1.34,38.23,13.19,3.762,-9
35,MBG,RW,13,05/26/23,2000,SAMPLE,0.27,37.7,0,3.46,52.2,-0.246,0.0697,-0.0003,0.1659,1.726,63.75,14.07,3.638,-9
35,MBG,RW,16,05/27/23,2000,SAMPLE,-9,-9,-9,-9,-9,-0.2337,0.0482,-0.0019,0.1513,1.711,46.65,13.74,3.646,-9
35,MBG,RW,19,05/28/23,2000,SAMPLE,0.29,38.6,0,3.86,54.7,-0.1517,0.0306,-0.0004,0.1588,1.516,43.34,14.33,3.914,-9
35,MBG,RW,24,05/30/23,1311,BOTH,0.29,30.8,0.02,3.05,42.6,0.5453,0.0115,-0.0007,0.1116,1.401,24.61,12.08,4.095,-9
36,MBG,RC,1,05/30/23,2000,SAMPLE,0.27,34.1,0.15,3.26,46,0.7474,0.0621,0.0284,0.1116,0.975,23.71,14.67,4.2,-9
36,MBG,RC,4,05/31/23,2000,SAMPLE,0.27,35.2,0.09,2.84,47.6,0.3823,0.0849,0.0208,0.1107,1.064,26.85,14.78,3.758,-9
36,MBG,RC,7,06/01/23,2000,SAMPLE,0.28,36.9,0.07,2.72,49.6,0.9422,0.0927,0.0297,0.1124,1.003,18.12,15.13,3.514,-9
36,MBG,RC,10,06/02/23,2000,SAMPLE,0.27,37.6,0.07,2.42,50.3,1.1431,0.1016,0.0313,0.1523,1.124,47.4,13.79,3.366,-9
36,MBG,RC,13,06/03/23,2000,SAMPLE,0.28,39,0.05,2.14,52.6,1.3647,0.0137,0.0196,0.1585,1.072,57.12,14.19,2.795,-9
36,MBG,RC,16,06/04/23,2000,SAMPLE,0.28,40.5,0.02,1.55,55.1,1.0331,0.0373,0.0011,0.1735,1.241,83.08,13.75,2.23,-9
36,MBG,RC,24,06/05/23,1315,BOTH,0.3,42.5,0.02,1.15,57.7,1.0758,0.0155,-0.0019,0.1146,1.279,22.84,10.76,1.872,-9
37,MBG,RE,1,06/05/23,2000,SAMPLE,0.39,41,0.06,1.1,56.5,1.4364,0.0312,0.0269,0.1258,0.998,27.58,13.75,2.138,-9
37,MBG,RE,4,06/06/23,2000,SAMPLE,0.39,43.2,0.01,0.73,60.2,1.1199,0.1452,0.0279,0.1247,1.036,28.7,13.47,1.777,-9
37,MBG,RE,7,06/07/23,2000,SAMPLE,0.4,43.5,0.01,0.55,59.3,1.0143,0.1293,0.0253,0.1951,1.107,74.05,13.52,1.6,-9
37,MBG,RE,10,06/08/23,2000,SAMPLE,0.39,43.7,0,0.32,59.6,0.5897,0.1769,0.0257,0.1359,0.993,34.76,13.07,1.343,-9
37,MBG,RE,13,06/09/23,2000,SAMPLE,0.4,45.7,0,0.16,62.1,0.3753,0.0967,0.0207,0.1443,1.144,38.83,13.53,1.138,-9
37,MBG,RE,16,06/10/23,2000,SAMPLE,0.39,46.1,0,0,61.1,0.1555,0.0712,0.0211,0.1478,1.216,49.41,13.35,0.8262,-9
37,MBG,RE,19,06/11/23,2000,SAMPLE,0.38,44.7,0,0,60.1,0.2919,-0.0029,0.0207,0.1584,1.187,48.69,12.03,0.9227,-9
37,MBG,RE,24,06/12/23,1201,BOTH,0.4,47.3,0,0,62.3,0.271,0.0009,0.0177,0.1378,1.226,30.53,11.81,0.7367,-9
38,MBG,RU,1,06/12/23,2000,SAMPLE,0.35,48.2,0.09,0,67.3,0.5,0.2444,0.008,0.1689,1.567,54.58,13.36,0.8174,-9
38,MBG,RU,4,06/13/23,2000,SAMPLE,0.36,49,0.1,0,68.5,0.1764,0.0786,0.0058,0.154,1.519,43.8,13.82,0.6958,-9
38,MBG,RU,7,06/14/23,2000,SAMPLE,0.35,49.3,0.1,0,69.7,0.0987,0.0178,0.0053,0.1614,1.437,47.18,13.74,0.6438,-9
38,MBG,RU,10,06/15/23,2000,SAMPLE,0.35,49.4,0.1,0,71.4,0.8647,0.0562,0.0057,0.1673,1.686,42.43,13.28,0.6957,-9
38,MBG,RU,13,06/16/23,2000,SAMPLE,0.38,53.3,0.1,0,70.9,2.0327,0.0805,0.0127,0.2316,1.917,61.89,13.92,1.179,-9
38,MBG,RU,16,06/17/23,2000,SAMPLE,0.39,53.2,0.1,0.14,64.9,0.7801,0.0286,0.0092,0.1675,1.258,41.15,13.24,1.556,-9
38,MBG,RU,19,06/18/23,2000,SAMPLE,0.39,54.6,0.11,0,67.4,0.3496,0.0567,0.0131,0.1623,1.347,36.43,-9,-9,-9
38,MBG,RU,24,06/19/23,1240,BOTH,0.41,55,0.13,0,69.1,0.0669,-0.007,0.0038,0.1788,1.503,56.6,10.83,0.9299,-9
39,MBG,RH,1,06/19/23,2000,SAMPLE,0.43,53.4,0,0.31,66.5,-0.0652,0.2603,0.0241,0.1534,1.341,43.45,12.29,1.567,-9
39,MBG,RH,3,06/20/23,1200,SAMPLE,0.45,54.6,0,0.43,68.5,-0.0995,0.2349,0.0237,0.1534,1.155,35.53,14.03,1.632,-9
39,MBG,RH,5,06/21/23,0400,SAMPLE,0.44,54.2,0,0.47,69.9,-0.1119,0.2137,0.028,0.1393,1.036,37.01,12.99,1.61,-9
39,MBG,RH,8,06/22/23,0400,SAMPLE,0.43,53.8,0,0.37,71.2,-0.1731,0.1499,0.0188,0.1251,1.204,38.74,13.38,1.604,-9
39,MBG,RH,13,06/23/23,2000,SAMPLE,0.43,54.8,0,0.15,72.8,0.0002,0.1207,0.0205,0.141,1.136,34.08,12.1,1.24,-9
39,MBG,RH,16,06/24/23,2000,SAMPLE,0.44,57.8,0,0.08,76.4,0.1792,0.0461,0.0226,0.1533,1.106,42.71,12.32,1.015,-9
39,MBG,RH,19,06/25/23,2000,SAMPLE,0.45,59.7,0,0,79.5,-0.0404,0.0145,0.022,0.1377,1.209,21.19,12.97,0.7956,-9
39,MBG,RH,24,06/26/23,1230,BOTH,0.46,63.8,0,0,85,0.6318,0.0109,0.018,0.1784,1.241,48.32,13.05,0.8444,-9
40,MBG,RL,1,06/26/23,2000,SAMPLE,0.36,60.7,0.08,0.37,80.6,0.4709,-0.0007,0.036,0.136,0.623,33.64,12.25,0.8769,-9
40,MBG,RL,2,06/27/23,2000,SAMPLE,0.38,66.3,0,0.38,87.7,1.0293,0.0028,0.0495,0.1322,0.645,34.16,11.76,0.853,-9
40,MBG,RL,3,06/28/23,2000,SAMPLE,0.4,70.3,0.03,0.87,96.9,0.5771,0.0086,0.028,0.1239,0.722,29.9,12.17,1.438,-9
40,MBG,RL,4,06/29/23,2000,SAMPLE,0.38,62.8,0.14,1.91,82.3,0.3983,0.0038,0.0116,0.1011,0.754,18.05,12.64,2.64,-9
40,MBG,RL,5,06/30/23,2000,SAMPLE,0.37,60.6,0.16,2.07,76.1,-0.0864,0.0115,0.0116,0.1012,0.885,25.27,11.88,2.894,-9
40,MBG,RL,6,07/01/23,2000,SAMPLE,0.36,56.9,0.12,1.91,71.1,-0.081,0.0678,0.0125,0.1002,0.989,17.57,12.12,2.603,-9
40,MBG,RL,7,07/02/23,2000,SAMPLE,-9,-9,-9,-9,-9,0.7275,0.059,0.0141,0.1275,1.109,42.08,13.01,3.834,-9
40,MBG,RL,8,07/03/23,2000,SAMPLE,0.25,26.7,1.03,10.74,36.1,4.3156,0.3935,0.098,0.2781,1.986,81.55,13.15,13.53,-9
40,MBG,RL,9,07/04/23,2000,SAMPLE,0.24,22.3,0.49,13.03,30.8,6.9354,0.183,0.0385,0.1742,1.638,51.11,13.98,15.58,-9
40,MBG,RL,10,07/05/23,2000,SAMPLE,0.27,29.7,0.2,12,44.6,5.3379,0.1437,0.0236,0.1309,1.521,38.9,13.31,14.1,-9
40,MBG,RL,11,07/06/23,2000,SAMPLE,0.27,31.4,0.1,9.13,49.1,4.1349,0.0422,0.0144,0.1259,1.536,43.51,13.34,10.45,-9
40,MBG,RL,12,07/07/23,2000,SAMPLE,0.3,34.7,0.07,8.1,53.5,4.1185,0.1178,0.0136,0.1419,1.56,58.38,12.95,9.283,-9
40,MBG,RL,13,07/08/23,2000,SAMPLE,0.28,32.5,0.07,8.45,49.3,5.3571,0.0498,0.0182,0.1275,1.331,36.46,13.01,9.692,-9
40,MBG,RL,14,07/09/23,2000,SAMPLE,0.28,32.4,0.09,9.51,46.6,5.8961,0.1664,0.0138,0.136,1.664,40.9,14.95,11.08,-9
40,MBG,RL,24,07/10/23,1330,BOTH,0.28,32,0.09,9.9,45.6,5.6545,0.0417,0.0097,0.1485,2.103,33.18,12.76,11.83,-9
42,MBG,RP,1,07/10/23,2000,SAMPLE,0.32,32.9,0.14,10.42,49.6,5.0088,0.4901,0.0225,0.1348,1.596,37.51,11.46,10.32,-9
42,MBG,RP,4,07/11/23,2000,SAMPLE,0.31,31.6,0.09,10.37,49.2,4.9288,0.3133,0.0171,0.0966,1.323,24.48,11.8,10.2,-9
42,MBG,RP,7,07/12/23,2000,SAMPLE,0.29,31.9,0.08,9.74,49,5.1412,0.2046,0.0168,0.0763,1.421,11.85,12.05,9.647,-9
42,MBG,RP,10,07/13/23,2000,SAMPLE,0.3,32.2,0.07,8.57,49.7,4.9791,0.1979,0.0235,0.0927,1.207,23.61,12.99,8.818,-9
42,MBG,RP,13,07/14/23,2000,SAMPLE,0.32,32.5,0.06,8.16,49.6,4.8085,0.1334,0.0184,0.0971,1.479,32.22,12.19,8.327,-9
42,MBG,RP,16,07/15/23,2000,SAMPLE,0.31,32.2,0.06,7.59,50,5.2381,0.1797,0.0194,0.1151,1.379,46.37,18.05,7.678,-9
