Week Num,Location,Set,Bottle,Date,Time,Sample Type,F (mg/L),CL (mg/L),NO2 (mg/L),NO3 (mg/L),SO4 (mg/L),SIO2 (mg/L),NH3 (mg/L),SRP (mg/L),TP (mg/L),TKN (mg/L),SS (mg/L),NPOC (mg/L),TN (mg/L),COND (mჾ)
42,MBG,RP,19,07/16/23,2000,SAMPLE,0.32,32.7,0.04,7.26,51.5,5.6324,0.0159,0.0183,0.1067,1.448,22.29,12.3,7.403,-9
42,MBG,RP,24,07/17/23,1400,BOTH,0.29,31.9,0.04,7.78,50,6.09,0.0169,0.0172,0.1181,1.386,45.58,12.75,7.96,-9
43,MBG,RT,1,07/17/23,2000,SAMPLE,0.3,30.8,0.15,8.4,45.5,5.8746,0.6967,-0.0021,0.0905,1.001,23.67,11.99,9.254,-9
43,MBG,RT,4,07/18/23,2000,SAMPLE,0.29,30,0.11,8.37,44.7,5.24,0.1351,-0.0017,0.0674,0.996,21.75,10.34,9.352,-9
43,MBG,RT,7,07/19/23,2000,SAMPLE,0.3,31.2,0.1,8.15,47.5,4.5217,0.1096,-0.0011,0.1085,1.204,46.88,11.62,8.723,-9
43,MBG,RT,10,07/20/23,2000,SAMPLE,0.29,30.3,0.1,8.26,45.4,3.7387,0.1282,-0.0032,0.0873,1.333,19.05,11.3,9.199,-9
43,MBG,RT,13,07/21/23,2000,SAMPLE,0.3,30.3,0.11,8.2,44.7,3.5577,0.0174,-0.0034,0.0832,1.293,23.18,11.4,8.965,-9
43,MBG,RT,16,07/22/23,2000,SAMPLE,0.3,29.9,0.1,8.61,43.5,3.2601,-0.0072,-0.0033,0.1047,1.723,31.79,11.18,9.238,-9
43,MBG,RT,19,07/23/23,2000,SAMPLE,0.31,29.4,0.11,9.02,42.3,3.6237,0.0098,-0.0041,0.0975,1.466,21.02,11.15,9.34,-9
43,MBG,RT,24,07/24/23,1225,BOTH,0.33,30.9,0.13,10.41,42.7,5.243,0.0124,-0.0024,0.0948,1.45,17.18,12.65,11.03,-9
44,MBG,RN,1,07/24/23,2000,SAMPLE,0.35,29.3,0.13,10.11,36.1,5.4435,0.1824,0.0055,0.0961,1.398,29.09,12.51,10.93,-9
44,MBG,RN,4,07/25/23,2000,SAMPLE,0.37,31.1,0.14,9.97,37.5,6.1982,0.1661,-0.001,0.1067,1.731,28.23,12.99,10.95,-9
44,MBG,RN,7,07/26/23,2000,SAMPLE,0.37,32.8,0.15,8.51,38.8,6.1602,0.2079,-0.0006,0.1035,2.219,25.2,12.49,9.72,-9
44,MBG,RN,10,07/27/23,2000,SAMPLE,0.37,34.5,0.15,7,40.9,5.47,0.1109,0.0001,0.0898,1.49,18.33,11.5,8.102,-9
44,MBG,RN,12,07/28/23,1200,SAMPLE,0.37,36.2,0.15,5.78,43.2,4.8046,0.1545,-0.0011,0.0987,1.501,20.93,11.6,6.999,-9
44,MBG,RN,15,07/29/23,1200,SAMPLE,0.39,40.4,0.17,4.38,47.4,4.4755,0.1192,-0.0024,0.1076,1.449,26.27,12.09,5.727,-9
44,MBG,RN,19,07/30/23,2000,SAMPLE,0.4,46.7,0.19,2.38,52.9,3.7144,0.0325,-0.0021,0.1177,1.291,18.34,11.11,3.874,-9
44,MBG,RN,24,07/31/23,1310,BOTH,0.44,54,0.22,1.52,60.6,3.2422,0.0126,0.0001,0.1698,1.909,66.62,12.25,3.209,-9
45,MBG,RJ,1,07/31/23,2000,SAMPLE,0.48,55.5,0.13,2.69,65.1,3.2005,0.205,0.0237,0.1033,1.251,22.25,11.23,2.948,-9
45,MBG,RJ,4,08/01/23,2000,SAMPLE,0.48,54.5,0.03,2.05,62.1,0.9628,0.2499,0.0136,0.1114,1.329,24.97,12.47,2.544,-9
45,MBG,RJ,7,08/02/23,2000,SAMPLE,0.45,44.2,0.04,2.64,54,1.3614,0.2632,0.0092,0.1128,1.487,20.07,11.41,3.079,-9
45,MBG,RJ,10,08/03/23,2000,SAMPLE,0.46,45.8,0.02,2.28,58.2,1.5549,0.1569,0.0024,0.1159,1.42,23.1,11.38,2.633,-9
45,MBG,RJ,13,08/04/23,2000,SAMPLE,0.4,40.7,0.02,1.74,47.6,1.7394,0.1197,0.0007,0.1098,1.316,38.49,11.61,2.367,-9
45,MBG,RJ,16,08/05/23,2000,SAMPLE,0.43,41.6,0.03,2.54,47.1,2.9997,0.117,0.0016,0.142,1.395,24.65,11.44,2.778,-9
45,MBG,RJ,24,08/06/23,1000,BOTH,0.42,42.9,0.02,2.78,47,3.733,0.1073,0.0076,0.1417,1.511,35.09,12.11,2.976,-9
46,MBG,RT,1,08/06/23,1200,SAMPLE,0.39,38.1,0.58,2.1,42.5,4.0393,0.1563,0.0608,0.1775,0.96,29.66,11.24,3.22,-9
46,MBG,RT,4,08/07/23,1200,SAMPLE,0.42,41.5,0.25,2.3,45.3,4.6342,0.2186,0.0436,0.1371,1.086,24.85,12,3.151,-9
46,MBG,RT,7,08/08/23,1200,SAMPLE,0.42,42.2,0.15,2.34,45.8,5.1868,0.2468,0.0471,0.1405,1.105,19.77,11.07,3.179,-9
46,MBG,RT,10,08/09/23,1200,SAMPLE,0.43,42.1,0.14,2.04,46.6,4.4222,0.2155,0.0225,0.1337,1.121,24.2,12.15,2.674,-9
46,MBG,RT,13,08/10/23,1200,SAMPLE,0.42,40.2,0.12,1.6,47,3.2415,0.2141,0.0005,0.1264,1.317,23.54,12.1,2.337,-9
46,MBG,RT,16,08/11/23,1200,SAMPLE,0.4,37.3,0.12,1.17,45.9,2.22,0.2273,0.0007,0.1157,1.348,20.63,11.37,1.855,-9
46,MBG,RT,19,08/12/23,1200,SAMPLE,0.4,35.3,0.11,1.1,43.9,1.9522,0.1044,-0.0015,0.1156,1.369,24.46,10.86,1.815,-9
46,MBG,RT,22,08/13/23,1200,SAMPLE,0.34,29.4,0.11,0.89,36.6,1.8471,0.0358,-0.003,0.1166,1.244,26.79,10.81,1.752,-9
46,MBG,RT,24,08/14/23,1305,BOTH,0.38,33.9,0.12,1,43.2,2.0034,0.036,0.0002,0.106,1.272,24.77,11.65,1.727,-9
47,MBG,RD,1,08/14/23,2000,SAMPLE,0.39,34.8,0.1,1.25,43.1,2.275,0.1485,0.0212,0.1245,1.509,28.51,11.57,2.105,-9
47,MBG,RD,4,08/15/23,2000,SAMPLE,0.39,33.3,0,1.15,41,2.0601,0.0704,0.0006,0.1129,1.8,24.1,11.29,1.88,-9
47,MBG,RD,7,08/16/23,2000,SAMPLE,0.41,34.2,0,1.09,42.5,1.5666,0.0803,0.001,0.097,1.765,28.62,12.73,1.756,-9
47,MBG,RD,10,08/17/23,2000,SAMPLE,0.4,33.2,0,1.12,41.6,1.6437,0.0603,-0.0006,0.1402,1.67,46.41,11.84,1.737,-9
47,MBG,RD,13,08/18/23,2000,SAMPLE,0.37,32.7,0.02,1.07,41.1,1.611,0.0184,-0.0029,0.1607,1.556,43.25,12.58,1.59,-9
47,MBG,RD,16,08/19/23,2000,SAMPLE,0.38,33.2,0.01,0.93,42.1,1.5801,0.019,-0.0023,0.1059,1.556,29.17,11.95,1.503,-9
47,MBG,RD,19,08/20/23,2000,SAMPLE,0.42,33.5,0,0.77,42.9,1.5504,0.0195,-0.0065,0.117,1.564,27.26,12.59,1.332,-9
47,MBG,RD,24,08/21/23,1306,BOTH,0.42,35.1,0.02,0.76,45.1,1.8948,0.0131,-0.0021,0.1111,1.597,23.79,12.28,1.355,-9
48,MBG,RA,1,08/21/23,2000,SAMPLE,0.37,36.2,0.06,0.17,44.4,1.9949,0.2162,0.0154,0.1081,1.107,26.58,12.3,1.474,-9
48,MBG,RA,4,08/22/23,2000,SAMPLE,0.35,36.4,0.06,0.08,44.2,2.3927,0.2321,0.0104,0.1408,1.24,32.7,12.59,1.485,-9
48,MBG,RA,7,08/23/23,2000,SAMPLE,0.38,37.8,0,0.01,46.9,2.6753,0.3347,0.0024,0.1415,1.463,29,12.2,1.285,-9
48,MBG,RA,10,08/24/23,2000,SAMPLE,0.34,35.9,0.06,0.1,42.4,3.1712,0.2225,0.0049,0.1734,1.501,48.5,11.64,1.305,-9
48,MBG,RA,13,08/25/23,2000,SAMPLE,0.33,35.3,0.07,0.16,42.7,4.1633,0.2043,0.0124,0.1743,1.367,40.97,12.71,1.492,-9
48,MBG,RA,16,08/26/23,2000,SAMPLE,0.35,43.9,0.09,0.07,60.7,4.7725,0.1673,0.0038,0.1642,1.334,37.38,12.75,1.219,-9
48,MBG,RA,19,08/27/23,2000,SAMPLE,0.37,52.6,0.12,0.04,72.3,4.7705,0.0745,-0.0008,0.1627,1.352,34.29,13.31,1.349,-9
48,MBG,RA,24,08/28/23,1305,BOTH,0.42,46.8,0.11,0.1,54.5,4.2388,0.0421,0.0033,0.1431,1.553,28.8,12.85,1.283,-9
49,MBG,RM,1,08/28/23,2000,SAMPLE,0.31,46.7,0.2,0.65,58.6,4.6352,0.2313,0.025,0.1614,1.463,37.88,13.22,1.681,-9
49,MBG,RM,4,08/29/23,2000,SAMPLE,0.32,44.8,0.11,0.17,52.1,3.9023,0.373,0.0057,0.1328,1.657,24.93,13.55,1.312,-9
49,MBG,RM,7,08/30/23,2000,SAMPLE,0.34,45.2,0.11,0.14,52.5,4.0472,0.2226,0.0067,0.1559,1.531,42.29,12.8,1.125,-9
49,MBG,RM,10,08/31/23,2000,SAMPLE,0.33,44.9,0.1,0.04,50.8,3.913,0.2102,0.0045,0.1667,2.091,43.15,13.18,0.9946,-9
49,MBG,RM,13,09/01/23,2000,SAMPLE,0.32,44.9,0.1,0.07,50.5,4.0013,0.153,0.0005,0.157,1.486,30.99,13.29,1.027,-9
49,MBG,RM,16,09/02/23,2000,SAMPLE,0.33,47,0.08,0,53.5,3.995,0.0605,-0.0008,0.1498,1.56,34.82,13.39,0.7288,-9
49,MBG,RM,19,09/03/23,2000,SAMPLE,0.35,47.9,0.08,0,52.6,3.7714,0.0666,-0.0004,0.1599,1.627,34.69,13.52,0.8379,-9
49,MBG,RM,22,09/04/23,2000,SAMPLE,0.31,45.8,0,0,52.2,3.3017,0.0517,0.0008,0.1582,1.472,32.35,13.66,0.6505,-9
49,MBG,RM,24,09/05/23,1301,BOTH,0.32,50.7,0,0,54.3,3.2479,0.0442,0.0034,0.135,1.301,24.63,11.84,0.584,-9
50,MBG,RD,1,09/05/23,2000,SAMPLE,0.46,47.1,0.09,0.01,50,3.0804,-9,0.026,0.1654,1.477,25.63,12.13,0.9602,-9
50,MBG,RD,4,09/06/23,2000,SAMPLE,0.43,45.2,0.1,0.05,47.4,2.9115,-9,0.0224,0.1744,1.365,30.97,12.15,1.029,-9
50,MBG,RD,7,09/07/23,2000,SAMPLE,0.45,47.3,0.09,0.03,50.1,2.9817,-9,0.0115,0.1685,1.403,34.27,11.43,0.8437,-9
50,MBG,RD,10,09/08/23,2000,SAMPLE,0.44,48.4,0.09,0.05,50,3.2474,-9,0.0199,0.1811,1.463,38.23,11.67,0.9005,-9
50,MBG,RD,13,09/09/23,2000,SAMPLE,0.44,49.3,0.09,0.08,51.3,3.2732,-9,0.0194,0.1737,1.299,31.85,11.58,0.7802,-9
50,MBG,RD,16,09/10/23,2000,SAMPLE,0.45,49.6,0.09,0.05,52.2,2.8581,-9,-0.0015,0.1582,1.375,27.69,11.66,0.719,-9
50,MBG,RD,24,09/11/23,1205,BOTH,0.39,51.1,0,0.01,54.2,2.7986,-9,0.0001,0.1529,1.389,30.8,11.4,0.7289,-9
52,MBG,RS,1,09/11/23,2000,SAMPLE,0.43,50.9,0.27,0.05,54,3.0683,0.1124,0.0404,0.1542,1.216,28.98,13.82,0.9872,-9
52,MBG,RS,3,09/13/23,2000,SAMPLE,0.45,53.5,0.15,0.02,59.4,3.0029,0.1801,0.0346,0.1588,1.315,29.18,13.59,0.9842,-9
52,MBG,RS,5,09/15/23,2000,SAMPLE,0.48,54.4,0.12,0.04,63.9,2.933,0.1891,0.042,0.1508,1.314,31.13,13.19,0.9373,-9
52,MBG,RS,7,09/17/23,2000,SAMPLE,0.47,55.2,0.07,0.01,64.9,2.3003,0.1927,0.0267,0.1482,1.389,26.8,13.66,0.9479,-9
52,MBG,RS,9,09/19/23,2000,SAMPLE,0.42,56.1,0.06,0.01,63.8,2.3766,0.2219,0.0261,0.1648,1.41,34.97,13.42,0.8893,-9
52,MBG,RS,11,09/21/23,2000,SAMPLE,0.49,57.1,0.05,0.04,63,2.3846,0.0764,0.0223,0.1456,1.317,19.49,13.03,0.8078,-9
52,MBG,RS,13,09/23/23,2000,SAMPLE,0.48,56.8,0,0,61.4,2.2324,0.0359,0.0103,0.1858,1.597,62.46,13.7,0.7368,-9
52,MBG,RS,24,09/25/23,1301,BOTH,0.47,60.3,0,0,63.6,2.2442,0.031,0.0108,0.1516,1.361,29.19,14.41,0.5754,-9
1,MBG,RF,1,09/25/23,2000,SAMPLE,0.5,59.8,0.06,0.07,64.3,2.1726,0.1214,0.0324,0.1605,1.382,33.2,11.49,1.014,-9
1,MBG,RF,4,09/26/23,2000,SAMPLE,0.51,60.9,0.05,0.05,68.5,2.2657,0.1548,0.0357,0.1536,1.247,31.1,11.75,0.9998,-9
1,MBG,RF,7,09/27/23,2000,SAMPLE,0.5,60.5,0.05,0.06,65.5,2.2491,0.133,0.0294,0.1448,1.754,24.3,12.73,1.005,-9
1,MBG,RF,10,09/28/23,2000,SAMPLE,0.51,61.6,0.05,0.03,66,2.473,0.082,0.0252,0.137,1.024,28.73,11.94,0.8144,-9
1,MBG,RF,13,09/29/23,2000,SAMPLE,0.49,60.1,0.05,0.02,63.7,2.456,0.0438,0.01,0.138,1.273,24.36,11.42,0.7121,-9
1,MBG,RF,16,09/30/23,2000,SAMPLE,0.52,63.7,0.05,0.03,67.6,2.2759,0.0018,0.0097,0.1486,1.23,29.26,11.44,0.7003,-9
1,MBG,RF,19,10/01/23,2000,SAMPLE,0.53,64.6,0,0.01,69.2,1.9838,0.0005,0.0101,0.1339,1.188,18.31,12.79,0.6748,-9
1,MBG,RF,24,10/02/23,1520,BOTH,0.57,68.5,0,0,73.4,1.9111,0.0011,0.0068,0.1315,1.132,14.93,12.5,0.666,-9
2,MBG,RG,1,10/02/23,2000,SAMPLE,0.52,67.7,0,0.04,74,2.0511,0.1324,0.0282,0.139,1.148,19.61,11.73,0.8217,-9
2,MBG,RG,4,10/03/23,2000,SAMPLE,0.57,69.8,0,0,75.9,1.6933,0.0855,0.0157,0.1509,1.214,18.3,12.27,0.697,-9
2,MBG,RG,7,10/04/23,2000,SAMPLE,0.57,69.8,0,0,76.2,1.6973,0.0702,0.0154,0.1556,1.276,21.46,11.65,0.6672,-9
2,MBG,RG,10,10/05/23,2000,SAMPLE,0.56,68.8,0,0.03,74.8,2.104,0.0786,0.0247,0.1677,1.197,24.75,11.42,0.8076,-9
2,MBG,RG,13,10/06/23,2000,SAMPLE,0.53,64.2,0,0,70.5,1.984,0.0244,0.0159,0.1823,1.211,37.17,12.1,0.6248,-9
2,MBG,RG,16,10/07/23,2000,SAMPLE,0.58,71,0,0,77,2.0048,0.0239,0.0137,0.1775,1.219,35.83,12.2,0.626,-9
2,MBG,RG,19,10/08/23,2000,SAMPLE,0.58,71.2,0,0,77.4,2.0962,0.0187,0.0134,0.1602,1.171,25.48,12.6,0.6084,-9
2,MBG,RG,24,10/09/23,1300,BOTH,0.61,73.7,0,0,80,2.1162,0.0239,0.0164,0.1521,1.185,19.9,13.17,0.7237,-9
3,MBG,RQ,1,10/09/23,2000,SAMPLE,0.57,73.8,0.38,0,82.2,2.0698,0.0817,0.0187,0.1564,1.094,-9,12.62,0.6968,-9
3,MBG,RQ,4,10/10/23,2000,SAMPLE,0.58,76.3,0.34,0,85.8,2.1287,0.0631,0.017,0.1432,1.026,-9,13.1,0.6493,-9
3,MBG,RQ,7,10/11/23,2000,SAMPLE,0.59,77.5,0.37,0,87.2,1.9429,0.0495,0.0128,0.1428,0.991,-9,12.04,0.592,-9
3,MBG,RQ,10,10/12/23,2000,SAMPLE,0.6,79,0.38,0,90.7,1.9319,0.051,0.0147,0.1488,1.089,-9,12.64,0.5979,-9
3,MBG,RQ,13,10/13/23,2000,SAMPLE,0.61,80.1,0.4,0,94.1,1.9573,0.0433,0.0096,0.1538,0.981,-9,12.76,0.6099,-9
3,MBG,RQ,16,10/14/23,2000,SAMPLE,0.62,80.9,0.43,0,96.6,1.95,0.0428,0.0132,0.138,0.945,-9,13.37,0.6577,-9
3,MBG,RQ,19,10/15/23,2000,SAMPLE,0.61,80.2,0.44,0,95.6,1.9647,0.0415,0.0159,0.1394,1.034,-9,11.38,0.6068,-9
3,MBG,RQ,24,10/16/23,1230,BOTH,0.63,82.5,0.36,0,96.7,2.0447,0.0532,0.0171,0.1474,1.006,-9,12.1,0.6588,-9
4,MBG,RI,1,10/16/23,2000,SAMPLE,0.47,82,0,0,88.3,1.8509,0.0641,0.0147,0.1309,1.2,30.4,13.36,-9,-9
4,MBG,RI,4,10/17/23,2000,SAMPLE,0.5,84,0,0,90.6,1.7194,0.062,0.0173,0.1409,1.16,29.47,12.94,-9,-9
4,MBG,RI,7,10/18/23,2000,SAMPLE,0.51,96.7,0.05,0.02,105,1.8718,0.3484,0.0496,0.1939,1.619,12.92,15.64,-9,-9
4,MBG,RI,10,10/19/23,2000,SAMPLE,0.5,94.3,0,0,98.9,1.6365,0.0656,0.0136,0.1302,1.298,22,12.96,-9,-9
4,MBG,RI,13,10/20/23,2000,SAMPLE,0.48,87.5,0,0,86.6,1.5213,0.0436,0.0105,0.1293,1.219,23.57,13.5,-9,-9
4,MBG,RI,16,10/21/23,2000,SAMPLE,0.49,87.4,0,0.03,84.8,1.4299,0.0405,0.0103,0.1297,1.153,21.32,14.17,-9,-9
4,MBG,RI,19,10/22/23,2000,SAMPLE,0.49,87.3,0,0.17,83.1,1.4259,0.0193,0.0066,0.1254,1.346,18.56,13.73,-9,-9
4,MBG,RI,24,10/23/23,1230,BOTH,0.54,89.8,0,0.19,85.8,1.4697,0.0218,0.0075,0.1189,1.105,15.57,13.04,-9,-9
5,MBG,RE,1,10/23/23,2000,SAMPLE,0.63,83.6,0,0.23,83.4,1.3912,0.0812,0.0091,0.1271,1.077,21.41,11.97,1.421,-9
5,MBG,RE,4,10/24/23,2000,SAMPLE,0.47,85.7,0,0.15,87.4,0.9407,0.0786,0.004,0.1234,1.18,19.86,11.97,1.154,-9
5,MBG,RE,7,10/25/23,2000,SAMPLE,0.23,83.6,0,0.08,87.7,0.6042,0.0978,-0.0004,0.1193,1.199,21.3,12.74,1.188,-9
5,MBG,RE,10,10/26/23,2000,SAMPLE,0.14,86.6,0,0.08,90,0.4906,0.0917,0.0014,0.1223,1.285,23.7,12.62,1.198,-9
5,MBG,RE,13,10/27/23,2000,SAMPLE,0.45,82.8,0,0.09,86.1,0.4521,0.0581,-0.0026,0.1189,1.302,23.84,11.79,1.045,-9
5,MBG,RE,16,10/28/23,2000,SAMPLE,0.35,82.4,0.02,0.16,87.5,0.6881,0.0419,-0.0006,0.1096,1.39,20.14,12.01,1.326,-9
5,MBG,RE,19,10/29/23,2000,SAMPLE,0.46,84.7,0,0.19,87.5,0.8272,0.0517,-0.0003,0.1166,1.384,21.7,11.92,1.215,-9
5,MBG,RE,24,10/30/23,1230,BOTH,0.47,77.3,0,0.75,83.9,2.0083,0.0387,0.0011,0.1189,1.789,21.96,13.1,1.835,-9
6,MBG,RK,1,10/30/23,2000,SAMPLE,0.4,70.9,0,1.13,81.9,2.0403,0.1126,0.0013,0.2097,1.142,31.43,12.64,2.11,-9
6,MBG,RK,4,10/31/23,2000,SAMPLE,0.39,69.9,0.03,2.02,92.3,3.4966,0.0546,0.0167,0.1155,0.892,16.7,13.05,2.78,-9
6,MBG,RK,7,11/01/23,2000,SAMPLE,0.4,65.9,0.03,1.97,81.4,2.77,0.0369,0.0187,0.1244,0.839,18.27,13.65,2.754,-9
6,MBG,RK,10,11/02/23,2000,SAMPLE,0.4,64.7,0,1.9,84.9,2.4696,0.0214,0.0036,0.1079,0.852,15.95,12.86,2.696,-9
6,MBG,RK,13,11/03/23,2000,SAMPLE,0.39,63.9,0.02,1.55,84.8,2.0376,0.0191,0.0084,0.1033,0.81,14.08,11.4,2.32,-9
6,MBG,RK,16,11/04/23,2000,SAMPLE,0.35,63.5,0.03,1.32,82.2,1.6568,0.0175,0.0121,0.0985,0.782,11.5,12.31,2.106,-9
6,MBG,RK,19,11/05/23,2000,SAMPLE,0.38,61.8,0.03,1.37,81.4,1.503,0.0156,0.0119,0.1055,0.739,18.99,12.31,1.963,-9
6,MBG,RK,24,11/06/23,1210,BOTH,0.36,65.2,0.03,1.31,87.2,1.4131,0.033,0.0195,0.1012,0.756,13.37,14.14,2.141,-9
7,MBG,RJ,1,11/06/23,2000,SAMPLE,0.49,66.8,0.32,0.29,77,1.2864,0.0225,0.0031,0.0948,0.882,17.04,-9,-9,-9
7,MBG,RJ,4,11/07/23,2000,SAMPLE,0.49,67.1,0.3,0.23,77.3,1.2128,0.0577,0.0082,0.097,1.083,20.6,-9,-9,-9
7,MBG,RJ,7,11/08/23,2000,SAMPLE,0.48,66.1,0.26,0.13,80.8,1.1248,0.0626,0.002,0.0769,0.855,9.21,-9,-9,-9
7,MBG,RJ,10,11/09/23,2000,SAMPLE,0.49,67.1,0.27,0.03,82.4,0.7253,0.0057,-0.0046,0.0779,0.955,10.01,-9,-9,-9
7,MBG,RJ,13,11/10/23,2000,SAMPLE,0.48,66.8,0.27,0.01,84.8,0.7298,0.1176,0.0009,0.0756,0.85,8.48,-9,-9,-9
7,MBG,RJ,16,11/11/23,2000,SAMPLE,0.49,70.2,0.28,0,91.6,0.608,0.0008,-0.0048,0.0655,0.74,6.49,-9,-9,-9
7,MBG,RJ,19,11/12/23,2000,SAMPLE,0.5,71.9,0.3,0,95.2,0.5284,-0.0102,-0.0021,0.0685,0.838,10.85,-9,-9,-9
7,MBG,RJ,24,11/13/23,1232,BOTH,0.56,74,0.31,0,96.1,0.5507,0.0009,0.0006,0.0705,0.894,8.99,-9,-9,-9
9,MBG,RG,2,11/14/23,2000,SAMPLE,0.45,78.8,0.14,0.02,101.4,0.2962,0.2012,0.0064,0.0667,0.886,9.46,12.22,0.8347,-9
9,MBG,RG,3,11/15/23,2000,SAMPLE,0.47,80.9,0.17,0.01,106.8,0.3856,0.1385,0.0014,0.0694,0.828,13.02,12.98,0.8562,-9
9,MBG,RG,5,11/17/23,2000,SAMPLE,0.47,89,0.18,0.01,112.6,0.5776,0.1458,0.0061,0.0738,0.891,14.55,12.87,0.9385,-9
9,MBG,RG,6,11/18/23,2000,SAMPLE,0.49,91,0.23,0.02,115.9,0.3207,0.1124,0.0045,0.0633,0.841,9.25,12.35,1.015,-9
9,MBG,RG,8,11/20/23,2000,SAMPLE,0.49,95.8,0.21,0.04,113.4,0.3422,0.0476,0.002,0.0672,0.855,13.61,12.37,1.06,-9
9,MBG,RG,9,11/21/23,2000,SAMPLE,0.48,93.7,0.23,0.03,112.5,0.321,0.0639,0.0012,0.0619,0.774,9.03,12.28,1.02,-9
9,MBG,RG,10,11/22/23,2000,SAMPLE,0.48,93.4,0.22,0.02,112.3,0.2902,0.045,0.0004,0.0552,0.813,7.66,13.15,1.072,-9
9,MBG,RG,11,11/23/23,2000,SAMPLE,0.46,90.7,0.23,0.02,109.5,0.4552,0.0343,0.0009,0.0539,0.793,7.13,12.27,1.022,-9
9,MBG,RG,13,11/25/23,2000,SAMPLE,0.48,91.3,0.2,0.08,109.1,0.5253,0.018,0.0012,0.0537,0.818,6.43,12.43,1.219,-9
9,MBG,RG,24,11/27/23,1224,BOTH,0.49,93.7,0.26,0.06,119.5,0.7038,0.0138,0.0014,0.0548,0.753,7.31,12.84,1.277,-9
10,MBG,RW,1,11/27/23,2000,SAMPLE,0.51,92.4,0.44,0.1,129.2,0.6317,0.0478,-0.0005,0.0592,0.958,6.32,7.599,1.212,-9
10,MBG,RW,4,11/28/23,2000,SAMPLE,0.52,92.6,0.45,0.13,127.3,0.8219,0.0356,-0.0014,0.0485,0.929,5.19,6.798,1.208,-9
10,MBG,RW,7,11/29/23,2000,SAMPLE,0.53,92.8,0.47,0.03,124.4,0.7416,0.0394,-0.0021,0.0537,1.011,6.14,7.397,1.098,-9
10,MBG,RW,10,11/30/23,2000,SAMPLE,0.54,92.5,0.41,0.03,122.1,0.7275,0.0281,-0.0016,0.0545,1.009,6.02,7.412,1.059,-9
10,MBG,RW,13,12/01/23,2000,SAMPLE,0.51,88,0.46,0.05,118.9,0.7661,0.0214,-0.0017,0.0485,0.957,5.45,7.357,1.184,-9
10,MBG,RW,16,12/02/23,2000,SAMPLE,0.52,90.1,0.7,0.22,136.7,0.507,0.0051,-0.0006,0.0497,0.941,3.86,6.89,1.097,-9
10,MBG,RW,19,12/03/23,2000,SAMPLE,0.5,85.1,0.38,0.16,115.1,0.4612,0.0089,-0.0028,0.0508,0.964,6.11,7.923,1.148,-9
10,MBG,RW,24,12/04/23,1153,BOTH,0.49,83.3,0.43,0.13,111.1,0.7709,0.009,0.0017,0.0548,0.927,4.94,6.911,1.431,-9
11,MBG,RC,1,12/04/23,1200,SAMPLE,0.49,83.7,0.39,0.31,112.1,0.5884,0.0461,0.0016,0.0517,0.911,8.54,12.04,1.496,-9
11,MBG,RC,4,12/05/23,1200,SAMPLE,0.48,80.9,0.27,0.69,111.6,0.6634,0.0531,0.001,0.0532,0.841,4.27,11.33,1.604,-9
11,MBG,RC,7,12/06/23,1200,SAMPLE,0.48,81.9,0.23,0.61,113,0.5027,0.0453,-0.0007,0.0538,0.873,6.21,10.44,1.454,-9
11,MBG,RC,10,12/07/23,1200,SAMPLE,0.46,77,0.29,0.44,105.1,0.4466,0.0155,-0.0009,0.0565,0.97,6.85,12.56,1.739,-9
11,MBG,RC,13,12/08/23,1200,SAMPLE,0.47,75.8,0.33,0.3,100.8,0.1406,0.0231,-0.0008,0.0567,1.009,6.59,11.48,1.61,-9
11,MBG,RC,16,12/09/23,1200,SAMPLE,0.52,86.9,0.11,1.37,123.4,0.0578,0.011,-0.0018,0.0648,1.059,10.48,12.51,1.744,-9
11,MBG,RC,19,12/10/23,1200,SAMPLE,0.45,72.3,0.27,0.87,89.7,0.0408,0.008,-0.0009,0.0651,1.046,9.41,13,2.14,-9
11,MBG,RC,24,12/11/23,1240,BOTH,0.47,75.3,0.29,0.6,88,0.0556,0.0209,0.0041,0.0677,1.161,7.97,11.64,2.194,-9
14,MBG,RS,2,12/12/23,2000,SAMPLE,0.59,73.7,0,1.55,89.1,0.0061,0.0582,-0.0072,0.0629,2.525,5.77,13.78,2.006,-9
14,MBG,RS,4,12/14/23,2000,SAMPLE,0.51,64.4,0,1.34,77.1,-0.0039,0.0315,-0.0029,0.0597,2.576,4.69,13.5,2.199,-9
14,MBG,RS,6,12/16/23,2000,SAMPLE,0.59,76.7,0,1.53,92.5,0.0086,0.0283,-0.008,0.0587,0.906,4.28,13.49,1.97,-9
14,MBG,RS,8,12/18/23,2000,SAMPLE,0.6,77.6,0,1.48,92.8,0.0064,0.0755,-0.0071,0.0676,0.953,10.14,12.51,1.985,-9
14,MBG,RS,10,12/20/23,2000,SAMPLE,0.61,81,0,1.51,95.4,-0.0028,0.0713,-0.0085,0.0672,0.977,7.12,15.26,2.037,-9
14,MBG,RS,12,12/22/23,2000,SAMPLE,0.63,85.4,0,1.65,98.5,0.002,0.111,-0.0016,0.0648,0.904,6.55,13.02,1.993,-9
14,MBG,RS,14,12/24/23,2000,SAMPLE,0.47,66.1,0.01,3.29,96.5,3.1138,0.0863,0.0066,0.1086,-9,19.84,12.82,3.527,-9
